frame,attack,ber,ncc,zncc,nlse,entropy
13,SALT_PEPPER,0.0341358024691358,0.9232481858962671,0.8758696377912749,0.176380909090321,5.231502020932532
13,SPECKLE,0.29487654320987655,0.9888379023409004,0.9816985675773605,0.02247068987956913,5.239977918766636
13,GAUSSIAN_BLUR,0.28824074074074074,0.9968362523937572,0.9947759734226203,0.006394586110006315,5.3256752695783165
13,MEDIAN_FILTER,0.1844598765432099,0.9983983178988204,0.9973353378469942,0.0032515097133908348,5.222129711127961
13,JPEG_40,0.6925154320987654,0.998391411948864,0.9973996021757462,0.003214720904595429,5.326945013725085
13,ROTATION,0.30314814814814817,0.9553143938194637,0.9255181416447534,0.08909757800705267,5.27742966525289
115,SALT_PEPPER,0.03426697530864198,0.9220626042085709,0.8737294040904128,0.18036407967247386,5.21404037204248
115,SPECKLE,0.2956944444444444,0.9888432812308287,0.9816457826744511,0.022489020713300622,5.218110925310312
115,GAUSSIAN_BLUR,0.2776003086419753,0.9975336172986,0.9959097195091872,0.00498390500856523,5.293398622771087
115,MEDIAN_FILTER,0.1649537037037037,0.9987111065348102,0.9978467420347512,0.0026031699331992035,5.209281160920794
115,JPEG_40,0.6873996913580247,0.9987187558126889,0.9979438286955866,0.002561333758491907,5.295436940170485
115,ROTATION,0.30868055555555557,0.9619515972259797,0.9363450572454091,0.07590691036283263,5.253661416714546
93,SALT_PEPPER,0.033387345679012345,0.9205465639141872,0.8694644005552138,0.18413370914168875,5.1786644868882625
93,SPECKLE,0.2949074074074074,0.9887730835436638,0.9811990258086856,0.02259683935020075,5.1926805464391395
93,GAUSSIAN_BLUR,0.27751543209876545,0.9973446111569196,0.9955107890149025,0.005356893390005171,5.259874354450576
93,MEDIAN_FILTER,0.16087962962962962,0.9985964721858248,0.9976114942534625,0.002831775496577867,5.172498234763598
93,JPEG_40,0.6880246913580247,0.9986260642343426,0.9977553415180299,0.002746546684884944,5.272945879898437
93,ROTATION,0.3084876543209877,0.9617811251446856,0.9348708515378376,0.0762449292042221,5.221470233022188
30,SALT_PEPPER,0.033587962962962965,0.9248301375484359,0.8779244924030098,0.17188280385876378,5.222958158859744
30,SPECKLE,0.29399691358024693,0.9888268473352456,0.9816164536830592,0.022516773500248836,5.22857515965168
30,GAUSSIAN_BLUR,0.279375,0.9970239079158602,0.9950652039583788,0.006013290124509109,5.306426638085167
